escenario,modelo,tipo,cv_roc_auc,cv_roc_auc_entrenamiento,brecha_cv_entrenamiento,criterio_generalizacion,test_roc_auc,test_f1,test_precision,test_recall,test_accuracy,mejores_parametros
base_8_variables,random_forest,calibrado,0.7574872571714785,0.8300374790374964,0.0725502218660179,0.7393497017049739,0.7731928200374408,0.8203497615262321,0.94946025515211,0.7221496547863407,0.7165077772202709,"{'model__max_depth': 14, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 40, 'model__n_estimators': 500}"
base_8_variables,regresion_logistica,calibrado,0.6065114162326798,0.6105115256916928,0.004000109459012968,0.6055113888679265,0.6019650392165125,0.7793849780349298,0.9151987921489683,0.6786713939167756,0.6556280314433852,{'model__C': 1.0}
base_8_variables,svm_lineal,calibrado,0.6063466894557746,0.610305103408013,0.003958413952238393,0.6053570859677151,0.6017197479067472,0.9453166343270418,0.8963037297206891,1.0,0.8963037297206891,{'model__estimator__C': 2.0}
